Wall time,Step,Value
1607087754.3653836,1,0.11528799682855606
1607087948.0246615,2,0.11108899861574173
1607088141.1105857,3,0.11084400117397308
1607088334.48268,4,0.11088100075721741
1607088526.7504563,5,0.11078699678182602
1607090630.7593243,6,0.11079499870538712
1607090826.711873,7,0.11071600019931793
1607091020.8183694,8,0.11067000031471252
1607091215.6668706,9,0.11185699701309204
1607091337.6334217,10,0.11124499887228012
1607092443.3418295,11,0.11108600348234177
1607092554.0047996,12,0.11091800034046173
1607092664.860538,13,0.11076799780130386
1607092775.420457,14,0.11062300205230713
1607092886.846253,15,0.11056999862194061
1607094929.0422397,16,0.11054900288581848
1607095121.9533556,17,0.11053299903869629
1607095316.0467868,18,0.1105479970574379
1607095509.091712,19,0.11061500012874603
1607095702.0007977,20,0.11059699952602386
1607097156.9305122,21,0.11056999862194061
1607097268.3215606,22,0.11057399958372116
1607097379.0614583,23,0.11060500144958496
1607097490.3410225,24,0.11061099916696548
1607097600.73952,25,0.11061800271272659
1607099325.718333,26,0.11063899844884872
1607099516.4041328,27,0.11056700348854065
1607099709.6959193,28,0.11062400043010712
1607099902.3641927,29,0.11060000211000443
1607100095.9889035,30,0.11059899628162384
1607101649.6502774,31,0.11056900024414062
1607101753.2109578,32,0.11236300319433212
1607101857.560443,33,0.1110289990901947
1607101960.9751005,34,0.11096300184726715
1607102065.087591,35,0.11081299930810928
1607102803.4313645,36,0.11073999851942062
1607102905.9180288,37,0.11059299856424332
1607103008.1348796,38,0.11052700132131577
1607103111.1587982,39,0.11048799753189087
1607103214.058283,40,0.11051400005817413
1607104043.733829,41,0.11050300300121307
1607104237.02001,42,0.11049400269985199
1607104428.445191,43,0.11052600294351578
1607104620.873901,44,0.11058200150728226
1607104813.6937766,45,0.11053799837827682
1607106992.482277,46,0.11062099784612656
1607107184.9874713,47,0.11056700348854065
1607107378.7165926,48,0.11056800186634064
1607107572.2386208,49,0.11058299988508224
1607107766.1712427,50,0.11059200018644333
1607108866.3285155,51,0.11058399826288223
1607108976.6630576,52,0.11057700216770172
1607109087.201946,53,0.11055699735879898
1607109198.7803082,54,0.11057499796152115
1607109310.6186337,55,0.11062200367450714
1607111324.6479144,56,0.1106019988656044
1607111518.9753885,57,0.11062899976968765
1607111712.1527526,58,0.11057999730110168
1607111905.5055513,59,0.11059699952602386
1607112100.157208,60,0.11059500277042389
1607113612.0338867,61,0.1105939969420433
1607113723.2605543,62,0.11053600162267685
1607113834.0135515,63,0.11060100048780441
1607113945.3076086,64,0.11055299639701843
1607114056.709679,65,0.1116660013794899
1607115536.7810893,66,0.11102800071239471
1607115728.9776845,67,0.11087200045585632
1607115920.3800595,68,0.11070899665355682
1607116113.6770847,69,0.110555000603199
1607116305.7236454,70,0.11050999909639359
1607118311.8719797,71,0.11052999645471573
1607118423.28606,72,0.11051099747419357
1607118535.1208863,73,0.11054199934005737
1607118647.0569024,74,0.11056199669837952
1607118759.017699,75,0.11053500324487686
1607119978.8956623,76,0.11056400090456009
1607120172.1133366,77,0.11055800318717957
1607120364.7849762,78,0.11057399958372116
1607120556.736587,79,0.11058700084686279
1607120749.782837,80,0.11055999994277954
1607122876.6906052,81,0.11054100096225739
1607123071.2801104,82,0.11057999730110168
1607123265.3041162,83,0.11057700216770172
1607123459.3620045,84,0.11054699867963791
1607123653.5814078,85,0.1105630025267601
1607124751.2429802,86,0.11055599898099899
1607124862.2243478,87,0.1105939969420433
1607124973.1125896,88,0.11059000343084335
1607125084.3570232,89,0.11060799658298492
1607125195.5737321,90,0.11058499664068222
1607126824.1478863,91,0.11053700000047684
1607127017.4503577,92,0.11059500277042389
1607127211.4827716,93,0.1110529974102974
1607127402.9095771,94,0.11069700121879578
1607127595.805649,95,0.11055400222539902
1607129483.941163,96,0.11049699783325195
1607129595.3726685,97,0.11056499928236008
1607129705.8723495,98,0.1105400025844574
1607129816.9299412,99,0.11057399958372116
1607129928.9442008,100,0.11054400354623795
1607131197.7868617,101,0.11054299771785736
1607131390.1016514,102,0.11058399826288223
1607131583.6995125,103,0.11055000126361847
1607131776.3301258,104,0.11058700084686279
1607131969.181883,105,0.11055900156497955
1607134068.1657135,106,0.11058899760246277
1607134263.025149,107,0.11059299856424332
1607134457.1553102,108,0.11060100048780441
1607134629.3657792,109,0.11057499796152115
1607134741.934254,110,0.11058799922466278
1607135832.5704455,111,0.11056999862194061
1607135943.6874819,112,0.11059500277042389
1607136055.3624015,113,0.11171499639749527
1607136167.3291628,114,0.11104899644851685
1607136291.701432,115,0.11095999926328659
1607138377.226578,116,0.11083299666643143
1607138569.7923322,117,0.11077000200748444
1607138761.9143925,118,0.11061999946832657
1607138954.2624319,119,0.11053100228309631
1607139147.3385935,120,0.11049100011587143
1607140534.9333782,121,0.11052700132131577
1607140646.223415,122,0.11048900336027145
1607140757.2947674,123,0.11051099747419357
1607140870.7080812,124,0.11055299639701843
1607140983.7177691,125,0.11056900024414062
1607142547.8554633,126,0.11056099832057953
1607142740.8232837,127,0.11056800186634064
1607142934.5436566,128,0.11056800186634064
1607143127.3007524,129,0.11054699867963791
1607143320.8337097,130,0.11056599766016006
1607145322.1752787,131,0.11060699820518494
1607145434.1255908,132,0.11056700348854065
1607145545.7968602,133,0.11055599898099899
1607145657.6752524,134,0.11059899628162384
1607145769.246621,135,0.11057599633932114
1607146928.318158,136,0.11059100180864334
1607147121.2529032,137,0.11225999891757965
1607147314.2396426,138,0.11106900125741959
1607147507.0315928,139,0.11086300015449524
1607147700.1207058,140,0.11082799732685089
1607149856.0282404,141,0.11067400127649307
1607150048.7424502,142,0.11058299988508224
1607150240.460292,143,0.11050800234079361
1607150433.8310957,144,0.11052600294351578
1607150626.5341322,145,0.11048399657011032
1607151720.4166107,146,0.11054400354623795
1607151831.9968007,147,0.11058100312948227
1607151943.122731,148,0.11057300120592117
1607152054.962276,149,0.11058100312948227
1607152166.0734804,150,0.11056800186634064
1607154135.3177972,151,0.11051599681377411
1607154328.0354705,152,0.11056099832057953
1607154520.1130111,153,0.11059500277042389
1607154712.8067596,154,0.1105630025267601
1607154905.5456696,155,0.1105479970574379
1607156435.1504843,156,0.11283499747514725
1607156547.015401,157,0.11070500314235687
1607156658.3981626,158,0.11055400222539902
1607156770.6750147,159,0.11048799753189087
1607156882.8282642,160,0.11051499843597412
1607158437.822949,161,0.11052200198173523
1607158630.0628636,162,0.11052300035953522
1607158822.7280815,163,0.1105630025267601
1607159015.3994434,164,0.11059600114822388
1607159207.7009466,165,0.1105789989233017
1607161153.9418285,166,0.11057700216770172
1607161264.8187335,167,0.11061099916696548
1607161374.929234,168,0.11059299856424332
1607161486.1611574,169,0.11061300337314606
1607161597.2675204,170,0.11061199754476547
1607162674.5637777,171,0.11059899628162384
1607162789.6413772,172,0.11063399910926819
1607162904.0659065,173,0.11056800186634064
1607163018.1614687,174,0.1106249988079071
1607163132.947918,175,0.11167699843645096
1607165151.0052435,176,0.11094699800014496
1607165343.614045,177,0.11083199828863144
1607165535.4835587,178,0.11066199839115143
1607165727.6114302,179,0.11051899939775467
1607165920.9969473,180,0.11049900203943253
1607167432.4673269,181,0.11054900288581848
1607167544.121427,182,0.11052799969911575
1607167655.996372,183,0.11055699735879898
1607167767.183618,184,0.11056400090456009
1607167878.9531398,185,0.11058899760246277
1607169327.6164646,186,0.11057999730110168
1607169520.2256355,187,0.11059100180864334
1607169711.6863823,188,0.1105630025267601
1607169904.8969243,189,0.11057999730110168
1607170096.409107,190,0.11055900156497955
1607172179.9253724,191,0.11060400307178497
1607172292.08471,192,0.11058399826288223
1607172403.944281,193,0.11062300205230713
1607172516.0545733,194,0.11054400354623795
1607172627.9876566,195,0.11058100312948227
1607173840.9781582,196,0.11060799658298492
1607174033.442639,197,0.11059200018644333
1607174226.6064656,198,0.11327800154685974
1607174419.4698296,199,0.11065000295639038
1607174612.8053343,200,0.11051200330257416
