Wall time,Step,Value
1613681133.012605,5,0.046574998646974564
1613693444.2103534,10,0.046271998435258865
1613708572.8174021,15,0.046271998435258865
1613721210.5454903,20,0.046271998435258865
1613735621.6737099,25,0.046574998646974564
1613748861.15804,30,0.046271998435258865
1613762184.3047488,35,0.046574998646974564
1613775474.8929431,40,0.046574998646974564
1613787981.39612,45,0.046271998435258865
1613801843.1281714,50,0.046271998435258865
1613815301.6466134,55,0.046271998435258865
1613827917.8054838,60,0.046271998435258865
1613843315.540374,65,0.046574998646974564
1613855233.486305,70,0.046574998646974564
1613868912.210519,75,0.046271998435258865
1613883586.957067,80,0.046574998646974564
1613895484.914809,85,0.046271998435258865
1613911132.6606915,90,0.046574998646974564
1613923058.4695518,95,0.046271998435258865
1613936176.465464,100,0.046574998646974564
1613944018.2727988,105,0.046271998435258865
1613951035.418016,110,0.046574998646974564
1613959055.028821,115,0.04702899977564812
1613966013.8838086,120,0.046574998646974564
1613973567.1877716,125,0.046271998435258865
1613981293.5034785,130,0.046574998646974564
1613988060.5768228,135,0.046271998435258865
1613992193.5306997,140,0.046271998435258865
1613996279.387353,145,0.046574998646974564
1614000353.6225958,150,0.046574998646974564
1614004472.3367152,155,0.046574998646974564
1614008523.852741,160,0.046574998646974564
1614012666.2915175,165,0.046271998435258865
1614016702.378797,170,0.046271998435258865
1614020834.049693,175,0.046574998646974564
1614024890.8043358,180,0.046271998435258865
1614028970.3376133,185,0.046574998646974564
1614033083.0779812,190,0.046271998435258865
1614037118.1460838,195,0.046271998435258865
1614041238.99314,200,0.046271998435258865
